Houshold_size,Food_safety_importance,Different_plates,Thermometer,Different_utensil,Different_cutting_boards,Not_leaving_food_out,Pork,Poultry,Beef,Sheep_Goat,Fish,Ground_Meat,Wash_Any
2,5,always,about half the time,usually,always,always,1,0,0,NA,1,0,1
2,3,always,never,always,always,about half the time,0,0,0,0,0,0,0
6,5,always,never,usually,always,about half the time,0,0,0,0,0,0,0
1,4,always,never,sometimes,always,usually,0,0,0,NA,0,0,NA
2,5,always,usually,usually,always,always,0,0,0,0,0,0,0
1,4,sometimes,seldom,usually,usually,usually,0,0,0,NA,0,0,NA
2,4,always,about half the time,usually,always,about half the time,0,0,0,NA,0,0,NA
3,5,always,usually,always,always,always,1,1,1,NA,1,0,1
2,4,sometimes,usually,usually,always,about half the time,1,1,1,NA,NA,0,1
3,4,always,never,seldom,always,usually,0,0,0,0,0,0,0
2,4,always,seldom,usually,always,always,0,0,0,NA,0,0,NA
1,3,always,usually,always,sometimes,always,0,0,0,0,0,0,0
3,4,always,never,always,usually,always,0,0,0,0,0,0,0
2,3,always,usually,usually,always,usually,0,0,0,0,0,0,0
3,4,always,never,always,always,usually,0,0,0,NA,0,0,NA
4,4,always,about half the time,never,always,about half the time,0,0,0,1,0,0,1
3,4,always,usually,seldom,always,usually,0,0,0,0,0,0,0
3,4,always,never,always,usually,usually,1,1,1,1,1,0,1
2,4,always,usually,always,always,usually,0,0,0,NA,0,0,NA
6,4,always,sometimes,always,always,always,0,0,0,0,0,0,0
4,4,always,usually,always,always,about half the time,0,0,0,0,1,0,1
1,5,always,about half the time,always,always,always,0,0,0,0,0,0,0
3,5,always,usually,always,always,always,0,0,0,0,1,0,1
2,3,always,sometimes,seldom,always,usually,0,0,0,NA,1,0,1
1,4,always,about half the time,about half the time,always,about half the time,0,0,0,0,0,0,0
5,4,always,never,always,always,about half the time,0,0,0,0,0,0,0
4,3,always,always,sometimes,always,always,0,0,0,0,0,0,0
4,5,always,always,always,always,about half the time,0,0,0,0,0,0,0
5,5,always,seldom,always,always,usually,0,0,0,0,0,0,0
1,5,always,sometimes,usually,always,about half the time,0,1,0,0,1,0,1
2,4,always,sometimes,usually,always,usually,NA,0,0,NA,0,0,NA
2,4,always,never,always,always,always,0,1,0,NA,0,NA,1
2,3,about half the time,sometimes,about half the time,usually,sometimes,1,1,0,1,1,0,1
2,4,always,about half the time,usually,always,usually,0,0,0,0,0,0,0
2,5,always,usually,always,always,always,1,1,0,NA,NA,0,1
2,3,usually,usually,seldom,seldom,sometimes,0,0,0,0,0,0,0
2,4,always,always,always,always,usually,0,0,0,0,0,0,0
3,4,always,usually,usually,always,about half the time,0,0,0,NA,NA,0,NA
4,5,always,usually,always,always,about half the time,0,0,0,NA,1,0,1
3,3,usually,never,usually,usually,always,0,0,0,0,0,0,0
3,5,always,always,always,always,always,0,0,0,0,0,0,0
4,5,always,about half the time,usually,always,always,0,0,0,0,0,0,0
3,4,always,always,always,always,about half the time,0,0,0,NA,NA,0,NA
4,4,always,seldom,always,usually,sometimes,1,1,1,1,1,0,1
3,5,always,about half the time,usually,always,always,0,0,0,0,0,0,0
3,5,always,usually,always,always,usually,0,0,0,0,NA,0,NA
1,4,always,usually,always,always,usually,NA,NA,NA,NA,0,NA,NA
5,4,always,never,never,never,about half the time,NA,0,NA,NA,NA,NA,NA
5,4,always,usually,always,always,about half the time,1,1,1,1,1,0,1
2,5,always,never,always,always,sometimes,NA,0,NA,NA,0,NA,NA
2,4,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
2,4,always,seldom,always,always,usually,0,0,0,0,0,0,0
2,4,always,usually,sometimes,seldom,about half the time,1,1,0,0,0,0,1
2,5,always,always,seldom,usually,usually,0,1,0,0,1,0,1
3,4,always,about half the time,usually,always,about half the time,0,0,0,0,0,0,0
3,4,always,about half the time,about half the time,always,about half the time,0,1,0,NA,NA,0,1
4,3,usually,seldom,seldom,always,usually,0,0,0,0,0,0,0
2,5,always,about half the time,usually,usually,about half the time,0,0,0,NA,0,0,NA
2,4,always,about half the time,about half the time,always,usually,0,0,0,0,0,0,0
3,5,always,never,always,always,about half the time,NA,1,1,1,1,NA,1
4,5,always,sometimes,about half the time,always,about half the time,0,0,0,0,0,0,0
6,2,always,always,always,sometimes,usually,0,0,0,0,0,0,0
4,4,always,never,always,always,always,0,0,0,0,0,0,0
4,4,always,sometimes,always,always,usually,0,0,0,NA,1,0,1
4,5,always,about half the time,never,always,always,NA,0,0,NA,0,0,NA
1,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
3,5,always,never,always,always,usually,0,0,0,0,0,0,0
4,2,always,sometimes,always,usually,about half the time,0,0,0,NA,0,0,NA
1,5,always,usually,always,always,always,0,0,0,0,0,0,0
2,4,always,never,sometimes,usually,always,0,0,0,0,1,0,1
3,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
2,4,always,usually,always,never,about half the time,0,0,0,0,0,0,0
4,5,always,about half the time,always,always,usually,0,0,0,NA,0,0,NA
2,5,always,usually,always,always,always,0,0,0,0,0,0,0
1,5,always,usually,always,always,sometimes,NA,0,0,0,1,0,1
5,4,always,never,always,always,sometimes,NA,1,1,NA,1,1,1
1,4,always,never,always,always,always,0,0,0,0,0,0,0
2,5,always,always,always,always,always,0,0,0,0,0,0,0
4,4,always,seldom,always,always,usually,1,1,1,1,1,0,1
2,3,always,usually,about half the time,about half the time,sometimes,0,0,0,0,0,0,0
1,5,always,about half the time,sometimes,sometimes,seldom,0,0,0,0,0,0,0
2,4,always,usually,always,always,always,0,0,0,0,0,0,0
3,5,always,always,always,always,usually,0,0,0,0,0,0,0
2,4,always,about half the time,always,always,about half the time,0,0,0,NA,1,0,1
2,4,always,usually,about half the time,always,about half the time,0,0,0,NA,0,0,NA
3,3,always,never,about half the time,always,always,0,0,0,0,0,0,0
1,5,always,sometimes,about half the time,always,usually,NA,1,0,0,0,0,1
2,5,always,sometimes,always,always,usually,0,0,0,NA,0,0,NA
2,5,always,always,always,always,always,0,0,0,NA,0,0,NA
6,5,never,never,always,always,always,1,1,1,1,1,1,1
3,5,always,usually,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,sometimes,NA,0,0,0,0,0,NA
6,4,always,about half the time,always,always,usually,0,0,0,NA,1,0,1
2,4,always,about half the time,usually,always,always,0,0,NA,NA,1,0,1
2,4,usually,usually,sometimes,usually,sometimes,0,0,0,0,1,0,1
5,5,always,seldom,sometimes,always,about half the time,0,0,0,0,0,0,0
4,4,always,always,usually,usually,always,0,0,0,0,0,0,0
1,5,always,always,always,always,always,1,1,1,1,1,1,1
2,5,always,NA,always,always,usually,1,1,0,NA,1,0,1
3,4,always,never,about half the time,always,sometimes,0,0,0,NA,NA,0,NA
2,5,always,sometimes,always,always,sometimes,0,0,0,0,1,0,1
3,2,usually,never,usually,always,seldom,NA,NA,NA,NA,1,NA,1
2,3,always,seldom,always,always,always,0,0,0,0,0,0,0
2,4,always,seldom,always,always,usually,0,1,0,NA,NA,0,1
2,5,always,about half the time,about half the time,always,always,0,0,0,0,0,0,0
6,5,always,always,usually,always,usually,0,1,0,0,1,0,1
1,4,always,about half the time,usually,about half the time,about half the time,0,0,0,NA,NA,0,NA
1,4,always,never,always,always,always,0,0,0,0,0,0,0
5,5,always,never,seldom,always,about half the time,1,1,0,0,1,0,1
5,4,always,usually,always,usually,always,0,0,0,0,0,0,0
4,5,always,about half the time,always,always,usually,0,0,0,0,0,0,0
1,4,always,about half the time,always,always,always,0,0,0,0,0,0,0
3,4,always,sometimes,always,always,usually,0,0,0,0,1,0,1
1,3,always,seldom,seldom,always,never,NA,1,1,NA,1,0,1
1,5,always,usually,always,always,usually,0,0,0,0,0,0,0
1,5,always,usually,sometimes,sometimes,seldom,1,1,1,1,1,1,1
2,4,always,seldom,usually,always,usually,0,0,0,NA,NA,0,NA
5,4,always,about half the time,usually,usually,about half the time,0,0,0,0,0,0,0
2,5,always,usually,never,always,always,0,0,0,0,0,0,0
1,3,always,never,always,never,sometimes,0,0,0,0,0,0,0
6,4,usually,always,always,usually,usually,0,0,0,NA,NA,0,NA
1,5,always,usually,always,always,usually,0,0,0,0,0,0,0
2,5,always,never,about half the time,always,always,0,0,0,0,0,0,0
3,5,usually,never,always,usually,usually,0,1,0,NA,1,0,1
2,5,always,seldom,always,always,usually,0,0,0,NA,0,0,NA
1,4,always,about half the time,sometimes,always,usually,0,0,0,0,0,0,0
1,5,always,never,usually,always,usually,0,0,0,NA,NA,0,NA
3,4,usually,always,sometimes,always,usually,1,0,0,NA,NA,0,1
2,5,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
5,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
1,4,always,about half the time,always,always,always,0,0,0,0,0,0,0
5,5,always,usually,always,always,about half the time,NA,NA,0,NA,0,0,NA
2,5,always,about half the time,always,always,sometimes,1,0,0,0,0,0,1
2,5,always,never,always,always,always,NA,0,0,NA,NA,0,NA
2,5,always,always,always,always,always,0,0,0,NA,NA,0,NA
6,4,always,about half the time,always,always,about half the time,0,1,0,0,1,0,1
4,4,always,sometimes,always,always,usually,0,0,0,NA,NA,NA,NA
2,4,always,usually,usually,always,usually,0,0,0,0,0,0,0
2,5,always,always,always,always,always,0,0,0,0,0,0,0
2,5,always,always,always,always,usually,0,0,0,NA,NA,0,NA
2,5,always,usually,sometimes,always,sometimes,0,0,0,NA,0,0,NA
3,5,always,sometimes,always,always,usually,0,NA,0,0,0,0,NA
1,4,usually,sometimes,usually,always,always,0,0,0,0,0,0,0
4,5,always,usually,always,always,usually,0,1,0,NA,1,0,1
4,5,always,sometimes,always,always,usually,0,0,0,NA,0,0,NA
4,5,always,always,always,always,always,1,1,0,NA,1,0,1
4,5,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
3,4,always,about half the time,sometimes,always,about half the time,0,0,0,0,1,0,1
2,4,usually,sometimes,about half the time,seldom,sometimes,0,0,0,0,0,0,0
1,4,always,sometimes,usually,NA,about half the time,0,0,0,0,1,0,1
2,5,always,usually,always,always,always,NA,0,0,0,0,0,NA
1,3,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
1,5,always,sometimes,always,always,usually,0,0,0,0,0,0,0
2,5,usually,always,always,always,about half the time,0,1,0,0,1,0,1
1,3,always,usually,always,always,seldom,0,0,0,0,0,0,0
1,5,always,always,seldom,always,sometimes,0,0,0,NA,0,0,NA
5,4,always,never,never,always,about half the time,0,0,0,0,0,0,0
3,3,always,usually,always,always,usually,0,0,0,0,0,0,0
3,4,always,usually,always,always,always,0,0,0,0,0,0,0
5,3,usually,sometimes,usually,usually,sometimes,NA,NA,NA,NA,0,NA,NA
2,5,usually,always,sometimes,usually,sometimes,0,1,0,NA,NA,0,1
2,3,always,never,usually,always,about half the time,0,0,0,NA,1,0,1
2,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
1,4,always,seldom,always,always,always,NA,0,0,NA,1,0,1
2,5,always,usually,never,always,sometimes,0,0,0,0,0,0,0
2,4,always,seldom,always,always,about half the time,1,1,1,1,0,0,1
2,3,always,about half the time,always,always,usually,0,0,0,0,0,0,0
4,5,always,never,always,always,about half the time,1,1,1,NA,0,0,1
3,5,always,about half the time,always,always,sometimes,0,0,0,0,0,0,0
3,4,always,about half the time,never,always,always,0,NA,0,0,0,0,NA
3,5,always,always,usually,always,about half the time,0,0,0,0,0,0,0
2,5,always,usually,always,always,usually,0,0,0,0,0,0,0
2,5,always,seldom,about half the time,always,about half the time,0,0,0,0,0,0,0
2,5,always,sometimes,always,always,always,0,0,0,NA,0,0,NA
2,4,always,never,always,always,sometimes,0,0,0,NA,0,0,NA
3,5,always,usually,about half the time,always,usually,0,0,0,NA,0,0,NA
2,3,usually,usually,always,always,sometimes,0,0,0,0,0,0,0
4,4,usually,seldom,always,always,always,0,0,0,NA,0,0,NA
2,4,always,about half the time,about half the time,always,always,0,0,NA,NA,0,0,NA
4,5,always,sometimes,always,seldom,seldom,0,0,0,0,0,0,0
1,4,usually,sometimes,always,always,sometimes,0,0,0,0,0,0,0
2,4,always,usually,always,always,always,0,0,0,0,0,0,0
2,5,usually,never,about half the time,usually,usually,0,1,0,NA,0,0,1
3,5,always,never,always,always,about half the time,0,0,0,0,0,0,0
4,5,always,always,about half the time,about half the time,always,0,0,0,0,0,0,0
1,4,always,about half the time,always,never,usually,0,0,0,NA,NA,0,NA
3,4,always,never,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,always,always,always,always,0,0,0,NA,1,0,1
2,5,always,seldom,always,always,always,0,0,0,0,0,0,0
2,5,always,seldom,about half the time,always,about half the time,0,0,0,0,0,0,0
2,5,always,usually,never,always,seldom,0,0,0,0,0,0,0
2,5,always,seldom,always,always,sometimes,0,1,0,NA,0,0,1
2,4,always,seldom,always,always,about half the time,1,1,1,1,1,1,1
4,4,always,sometimes,sometimes,always,seldom,0,0,0,0,0,0,0
1,5,usually,seldom,always,always,usually,1,1,1,1,1,0,1
3,4,always,usually,always,always,usually,0,0,0,0,0,0,0
2,4,always,always,never,always,seldom,0,0,0,0,1,0,1
2,5,always,seldom,about half the time,usually,sometimes,1,1,0,0,1,0,1
2,4,usually,sometimes,always,always,usually,0,0,0,NA,0,0,NA
3,5,always,about half the time,usually,usually,about half the time,0,0,0,0,0,0,0
4,4,always,never,usually,always,always,0,1,0,0,1,0,1
1,2,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
3,5,always,never,always,always,always,0,0,0,0,0,0,0
4,3,always,never,always,always,usually,0,0,0,0,0,0,0
2,3,always,always,sometimes,always,about half the time,0,0,0,NA,0,0,NA
2,4,always,usually,usually,sometimes,about half the time,0,0,0,NA,NA,0,NA
1,5,always,about half the time,sometimes,sometimes,sometimes,0,0,0,0,0,0,0
1,4,always,seldom,always,always,usually,0,0,0,NA,NA,0,NA
6,4,always,about half the time,always,always,sometimes,0,0,0,0,1,0,1
4,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
3,5,always,about half the time,always,always,usually,0,0,0,0,0,0,0
1,4,always,sometimes,always,always,about half the time,0,0,0,0,1,0,1
4,5,always,never,always,always,usually,0,0,0,0,1,0,1
2,5,always,sometimes,always,always,about half the time,0,0,0,NA,0,0,NA
3,4,usually,never,usually,always,about half the time,0,0,0,0,0,0,0
4,4,always,usually,usually,always,always,0,0,0,0,0,0,0
3,5,always,usually,always,always,usually,0,0,0,0,0,0,0
4,3,always,usually,always,always,about half the time,0,0,0,NA,0,0,NA
4,2,always,usually,always,always,seldom,1,1,0,0,0,0,1
1,5,always,always,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
4,4,usually,about half the time,usually,usually,sometimes,0,0,0,NA,0,0,NA
1,3,always,seldom,always,always,sometimes,0,0,0,0,0,0,0
4,4,always,never,always,always,always,0,0,0,0,0,0,0
2,5,usually,always,usually,always,sometimes,0,0,0,0,0,0,0
1,5,always,usually,always,always,usually,0,0,0,0,0,0,0
2,5,always,always,usually,always,usually,1,1,0,0,1,0,1
6,5,always,never,always,always,about half the time,0,0,1,0,1,0,1
2,5,always,usually,usually,always,sometimes,0,0,0,0,1,0,1
5,5,always,seldom,always,always,about half the time,1,1,1,NA,0,0,1
2,5,always,usually,always,always,usually,0,0,0,0,0,0,0
2,4,always,usually,seldom,always,about half the time,0,0,0,0,0,0,0
4,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
1,5,always,sometimes,always,always,usually,NA,0,0,NA,0,0,NA
2,5,always,usually,usually,always,usually,0,0,0,NA,NA,0,NA
2,5,always,always,always,always,about half the time,NA,0,0,NA,0,0,NA
6,4,always,sometimes,sometimes,always,never,1,0,0,0,1,0,1
3,5,always,about half the time,about half the time,always,about half the time,NA,1,1,1,1,0,1
1,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
1,2,sometimes,never,seldom,seldom,seldom,0,0,0,0,0,0,0
2,4,always,seldom,always,always,about half the time,0,1,0,NA,1,0,1
5,4,always,seldom,always,always,usually,0,0,0,0,1,0,1
3,3,always,sometimes,always,always,seldom,0,0,0,0,0,0,0
3,5,always,seldom,always,always,usually,0,0,0,0,0,0,0
3,3,usually,never,about half the time,always,usually,0,0,0,NA,0,0,NA
5,2,always,about half the time,about half the time,always,seldom,0,1,0,0,1,0,1
2,5,always,always,always,always,always,0,0,0,NA,0,0,NA
3,5,always,usually,always,always,always,0,0,0,0,0,0,0
5,5,always,sometimes,always,always,about half the time,0,0,0,NA,NA,0,NA
2,5,always,usually,usually,always,always,0,0,0,0,1,0,1
4,4,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
4,3,usually,usually,always,always,about half the time,0,0,0,0,0,0,0
4,4,always,sometimes,usually,always,usually,0,0,0,0,0,0,0
3,5,always,never,always,always,usually,0,0,0,0,0,0,0
2,5,always,usually,usually,always,usually,0,0,0,0,0,0,0
1,4,always,usually,always,always,usually,0,0,0,0,0,0,0
4,5,always,always,always,always,always,0,0,0,0,0,0,0
2,4,always,usually,usually,always,usually,0,0,0,NA,NA,0,NA
1,4,usually,never,always,always,usually,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,about half the time,1,1,1,1,1,0,1
3,4,always,always,usually,always,about half the time,0,0,0,0,0,0,0
1,3,always,usually,always,always,usually,0,0,0,0,0,0,0
1,4,always,sometimes,always,always,usually,0,0,0,0,1,0,1
5,3,always,always,about half the time,always,always,0,0,0,NA,NA,NA,NA
1,3,about half the time,never,about half the time,about half the time,about half the time,0,0,0,0,0,0,0
5,5,always,always,always,always,always,0,0,0,0,0,0,0
2,4,usually,usually,seldom,always,sometimes,1,0,0,NA,1,0,1
6,3,always,seldom,always,always,usually,0,0,0,0,0,0,0
3,5,always,usually,usually,always,usually,0,0,0,0,0,0,0
5,4,always,usually,always,usually,always,0,0,0,NA,0,0,NA
2,3,always,seldom,always,sometimes,sometimes,0,1,0,0,1,0,1
4,4,always,usually,sometimes,always,always,NA,0,0,NA,0,0,NA
3,4,always,seldom,always,always,NA,0,0,0,0,0,0,0
2,4,always,always,about half the time,always,sometimes,0,0,0,0,0,0,0
1,2,sometimes,never,seldom,seldom,seldom,0,0,0,0,0,0,0
2,4,always,always,sometimes,always,sometimes,0,0,0,0,0,0,0
1,1,sometimes,never,about half the time,sometimes,seldom,0,0,0,NA,0,0,NA
4,5,always,always,always,always,seldom,0,0,0,NA,0,NA,NA
2,5,always,always,always,always,usually,0,0,0,0,0,0,0
3,5,always,usually,always,always,always,1,0,NA,0,1,0,1
2,5,always,never,never,always,usually,0,0,0,0,0,0,0
1,5,always,never,always,always,usually,NA,NA,0,0,0,0,NA
2,3,always,usually,usually,usually,always,0,0,0,0,0,0,0
5,3,usually,NA,NA,NA,sometimes,0,0,0,0,0,0,0
3,5,always,seldom,sometimes,always,usually,0,0,0,0,1,0,1
2,5,always,always,always,always,always,0,0,0,NA,0,0,NA
3,5,always,about half the time,always,always,usually,0,0,0,0,0,0,0
2,4,always,usually,always,always,usually,0,0,0,0,0,0,0
6,5,always,never,always,always,usually,NA,1,1,1,1,0,1
4,4,about half the time,sometimes,always,usually,always,0,1,1,0,1,0,1
3,5,always,usually,always,always,usually,0,0,0,0,NA,0,NA
2,5,seldom,seldom,usually,always,about half the time,0,0,0,0,0,0,0
2,5,usually,sometimes,usually,always,usually,0,0,0,NA,0,0,NA
2,5,always,sometimes,seldom,always,about half the time,NA,0,0,NA,0,0,NA
1,2,sometimes,never,seldom,seldom,seldom,0,0,0,0,0,0,0
1,5,always,usually,always,always,always,0,0,0,0,0,0,0
4,4,always,usually,usually,always,about half the time,0,1,0,NA,1,0,1
2,4,always,always,always,always,always,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,always,0,0,0,0,0,0,0
3,3,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
1,4,always,sometimes,usually,always,about half the time,0,1,0,NA,NA,0,1
2,4,always,always,always,always,usually,0,0,0,0,0,0,0
6,3,usually,sometimes,usually,usually,usually,0,0,0,NA,0,0,NA
1,4,always,usually,usually,never,sometimes,0,0,0,0,0,0,0
1,4,always,never,usually,always,usually,NA,0,NA,NA,1,0,1
3,3,usually,sometimes,always,seldom,usually,0,0,0,0,0,0,0
5,5,always,seldom,always,always,always,0,0,0,0,0,0,0
2,3,always,never,always,always,about half the time,0,0,0,0,0,0,0
4,5,usually,seldom,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,seldom,always,always,about half the time,1,1,1,1,1,0,1
3,5,always,never,always,always,about half the time,0,1,0,0,1,0,1
3,4,usually,never,about half the time,usually,about half the time,0,0,0,0,0,0,0
2,4,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,sometimes,always,always,always,0,0,0,0,0,0,0
1,4,always,usually,usually,usually,usually,0,0,0,0,0,0,0
3,5,always,sometimes,always,always,always,0,0,0,0,0,0,0
4,4,always,always,always,always,about half the time,0,0,0,0,0,0,0
1,5,always,sometimes,always,always,usually,0,0,0,1,1,0,1
3,4,usually,usually,seldom,usually,usually,0,0,0,NA,NA,0,NA
4,4,usually,usually,usually,always,sometimes,0,0,0,0,0,0,0
2,4,always,always,always,always,usually,0,0,0,NA,0,0,NA
1,4,always,never,sometimes,always,seldom,1,1,0,NA,1,0,1
1,4,usually,usually,always,always,usually,0,0,0,0,0,0,0
4,5,always,never,usually,always,always,0,1,0,0,0,0,1
4,5,always,sometimes,always,about half the time,usually,0,1,NA,NA,1,0,1
2,5,usually,always,always,about half the time,usually,0,0,0,0,0,0,0
1,5,always,always,always,always,usually,0,0,0,0,0,0,0
3,5,usually,sometimes,always,always,usually,1,1,1,1,1,0,1
2,3,usually,never,usually,seldom,always,0,0,0,0,0,0,0
3,4,always,never,always,never,seldom,0,0,0,0,1,0,1
3,5,always,never,about half the time,always,usually,NA,0,1,NA,1,1,1
1,5,always,usually,always,always,usually,0,0,0,0,0,0,0
4,3,always,never,always,about half the time,always,0,0,0,0,0,0,0
2,3,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,usually,always,always,always,0,0,0,0,1,0,1
4,4,always,seldom,always,always,always,0,0,0,0,0,0,0
5,4,always,seldom,about half the time,always,about half the time,1,0,0,0,0,0,1
1,3,always,usually,usually,always,about half the time,0,0,0,NA,0,0,NA
2,4,always,always,always,always,about half the time,0,0,0,0,0,0,0
3,4,usually,seldom,always,usually,sometimes,1,1,0,1,0,0,1
1,4,always,always,seldom,always,always,0,0,0,0,0,0,0
1,4,NA,sometimes,always,always,sometimes,0,0,0,NA,0,0,NA
3,4,always,seldom,always,always,about half the time,0,0,1,1,1,0,1
3,4,always,about half the time,usually,always,usually,0,1,0,0,1,0,1
2,3,always,sometimes,always,always,usually,0,0,0,0,0,0,0
2,4,always,never,always,always,always,0,0,0,0,0,0,0
3,4,always,seldom,always,always,sometimes,0,0,0,0,0,0,0
3,5,always,usually,always,always,always,0,0,0,0,0,0,0
3,5,always,usually,always,always,usually,0,0,0,0,0,0,0
4,5,always,seldom,usually,always,never,0,0,0,0,0,0,0
1,4,usually,always,usually,usually,seldom,0,0,0,0,0,0,0
5,4,always,usually,always,always,seldom,0,0,0,0,0,0,0
4,3,always,usually,about half the time,always,about half the time,0,0,0,NA,1,0,1
2,4,usually,always,usually,always,usually,NA,0,NA,NA,NA,0,NA
4,4,never,never,always,usually,never,1,1,0,NA,1,0,1
2,3,sometimes,about half the time,always,always,sometimes,0,0,0,0,0,0,0
2,5,always,usually,usually,always,usually,0,0,0,0,0,0,0
1,5,always,always,always,always,always,NA,0,0,0,0,0,NA
1,4,always,usually,always,always,always,0,0,0,0,0,0,0
4,5,always,seldom,always,always,usually,0,0,0,0,0,0,0
3,4,usually,usually,never,seldom,about half the time,0,0,NA,NA,NA,0,NA
4,4,always,usually,never,always,about half the time,0,0,0,0,0,0,0
1,5,always,usually,always,always,always,0,0,0,NA,0,0,NA
1,3,always,never,usually,always,sometimes,NA,1,1,NA,1,0,1
2,4,always,about half the time,always,always,usually,0,0,0,NA,NA,0,NA
3,4,always,seldom,usually,always,always,0,0,0,0,0,0,0
2,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
3,3,always,usually,usually,always,usually,0,0,0,NA,NA,0,NA
5,4,always,always,usually,always,usually,0,0,0,0,0,0,0
3,5,always,usually,sometimes,usually,about half the time,0,0,0,0,0,0,0
3,4,always,about half the time,always,always,sometimes,0,0,0,0,0,0,0
5,5,always,sometimes,always,always,sometimes,NA,0,0,0,0,0,NA
2,3,about half the time,about half the time,usually,about half the time,usually,0,0,0,0,0,0,0
6,5,usually,about half the time,always,always,seldom,1,0,1,NA,1,0,1
4,4,always,never,always,always,always,1,1,1,NA,1,0,1
1,2,usually,never,sometimes,usually,sometimes,0,0,0,0,0,0,0
2,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
3,5,always,about half the time,always,always,usually,0,0,0,0,0,0,0
4,5,always,always,usually,always,sometimes,1,1,0,NA,0,0,1
2,5,always,seldom,always,always,usually,0,0,0,0,1,0,1
2,4,always,sometimes,sometimes,always,usually,0,0,0,0,0,0,0
2,4,always,seldom,always,always,about half the time,0,1,0,0,0,0,1
3,5,always,usually,usually,always,always,0,0,0,0,0,0,0
5,4,usually,always,about half the time,usually,about half the time,0,0,0,NA,0,0,NA
1,4,always,usually,always,always,usually,0,0,0,0,0,0,0
2,3,usually,usually,about half the time,seldom,about half the time,0,0,0,0,1,0,1
2,4,always,sometimes,always,always,always,0,0,0,NA,0,0,NA
1,4,always,about half the time,always,always,always,0,0,0,NA,NA,0,NA
4,3,always,never,always,always,usually,0,0,0,0,0,0,0
1,5,always,always,always,always,usually,0,0,0,NA,0,0,NA
3,3,usually,always,always,sometimes,usually,0,0,0,0,0,0,0
2,5,always,usually,always,always,usually,0,0,0,0,0,0,0
4,5,always,usually,always,always,always,0,0,0,0,0,0,0
3,5,always,always,always,always,always,0,0,0,0,0,0,0
2,4,always,never,about half the time,always,seldom,0,1,0,0,0,0,1
2,4,usually,sometimes,usually,usually,usually,0,0,0,0,0,0,0
4,5,always,never,always,always,always,0,NA,0,NA,NA,0,NA
1,5,always,never,always,always,always,0,0,0,0,0,0,0
2,4,always,usually,seldom,always,about half the time,0,0,0,0,0,0,0
4,5,always,usually,usually,always,always,0,0,0,0,0,0,0
6,5,always,never,always,always,usually,0,0,0,0,0,0,0
3,5,always,sometimes,usually,always,usually,0,0,0,NA,1,0,1
3,4,always,sometimes,always,always,always,1,1,1,1,1,0,1
1,5,always,never,sometimes,always,always,0,0,0,0,0,0,0
2,3,always,usually,always,always,always,0,0,0,0,0,0,0
4,5,always,about half the time,always,always,about half the time,1,1,1,1,1,0,1
3,4,always,never,usually,always,seldom,0,0,0,NA,0,0,NA
6,5,always,usually,about half the time,always,usually,0,0,0,0,0,0,0
1,4,always,about half the time,always,always,seldom,0,0,0,0,0,0,0
1,3,always,usually,always,usually,about half the time,0,0,0,0,0,0,0
1,4,always,never,always,always,always,0,1,0,0,0,0,1
1,4,always,never,always,always,always,0,1,0,0,0,0,1
4,5,always,always,always,always,always,0,1,0,0,0,0,1
1,5,always,usually,always,always,about half the time,0,0,0,0,0,0,0
3,4,always,seldom,usually,usually,about half the time,0,0,0,0,0,0,0
2,5,always,always,always,always,always,0,0,0,NA,1,0,1
3,4,always,seldom,usually,usually,about half the time,0,0,0,0,0,0,0
2,3,seldom,always,always,sometimes,always,0,0,0,NA,0,0,NA
2,4,always,usually,always,always,usually,0,0,0,NA,NA,0,NA
2,5,always,always,always,always,usually,0,0,0,0,0,0,0
2,4,always,sometimes,usually,usually,usually,0,1,0,0,0,0,1
3,5,always,never,always,always,usually,0,0,0,NA,0,0,NA
3,5,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
4,4,always,about half the time,always,always,seldom,0,0,0,0,0,0,0
